item,brand,retail,release,lowestAsk,highestBid,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,img_path,brand_enc
Nike Dunk Low Industrial Blue Sashiko,Nike,0.10810810810810811,2023-03-09,0.046406338426711935,0.027269810715431504,0.020258687860370887,0.0794912559618442,0.0735709050813,0.019252470676743152,0.06646525679758308,0.03834288232701631,0.05223550243470562,feetflix/Nike Dunk Low Industrial Blue Sashiko.jpg,11
Nike Dunk Low Retro Miami Hurricanes,Nike,0.0990990990990991,2022-10-01,0.026598754951895873,0.05453962143086301,0.026647966339410942,0.05882352941176471,0.2851271815954124,0.056881133946585505,0.04343612837029015,0.03085059497576025,0.026560424966799473,feetflix/Nike Dunk Low Retro Miami Hurricanes.jpg,11
Nike Dunk Low Light Orewood Brown Sashiko,Nike,0.10810810810810811,2023-03-09,0.04923599320882853,0.027911453320500483,0.026336294218482156,0.08426073131955486,0.16841141287997763,0.01705536367677735,0.05495069258393662,0.04275011018069634,0.041168658698539175,feetflix/Nike Dunk Low Light Orewood Brown Sashiko.jpg,11
Nike Dunk Low Rose Whisper (Women's),Nike,0.09009009009009009,2022-03-01,0.046406338426711935,0.027269810715431504,0.03537478572541686,0.08823529411764706,0.10965726637430737,0.1161004342919673,0.06435615345151913,0.05156456588805641,0.038955289951305885,feetflix/Nike Dunk Low Rose Whisper (Women's).jpg,11
Nike Dunk Low Retro Red Swoosh Panda,Nike,0.0990990990990991,2022-10-01,0.03678551216751556,0.04170676932948347,0.027115474520804112,0.06200317965023848,0.059846186672603975,0.04777211640392572,0.048110357407512974,0.03525782282944029,0.03054448871181939,feetflix/Nike Dunk Low Retro Red Swoosh Panda.jpg,11
Nike SB Dunk Low Pro White Gum,Nike,0.0990990990990991,2023-03-01,0.05998868138087153,0.037856913699069614,0.043634096930029606,0.09618441971383149,0.056002841424900376,0.028690626816674076,0.08333808356609475,0.05156456588805641,0.06064630367419212,feetflix/Nike SB Dunk Low Pro White Gum.jpg,11
Jordan 4 Retro SE Craft Photon Dust,Jordan,0.1891891891891892,2023-02-11,0.07187323146576118,0.06320179659929419,0.08835904628330996,0.10413354531001591,0.10829486674856967,0.0304688301473857,0.06042296072507554,0.10092551784927281,0.09296148738379814,feetflix/Jordan 4 Retro SE Craft Photon Dust.jpg,8
Jordan 4 Retro Seafoam (Women's),Jordan,0.1891891891891892,2023-02-09,0.10413129598189022,0.07314725697786333,0.0656069814555088,0.15659777424483307,0.15609547929828468,0.028904353178538452,0.06150601379467595,0.10356985456148082,0.09473218238158478,feetflix/Jordan 4 Retro Seafoam (Women's).jpg,8
Nike Air Force 1 Low Supreme White,Nike,0.08648648648648649,2020-03-05,0.05829088851160158,0.04202759063201796,0.0821256038647343,0.017488076311605726,0.1727172848488704,0.13898197859316758,0.09616371202188909,0.050683120317320404,0.06064630367419212,feetflix/Nike Air Force 1 Low Supreme White.jpg,11
Jordan 1 Mid SE Space Jam,Jordan,0.12162162162162163,2023-01-23,0.04867006225240521,0.03849855630413859,0.04940003116721209,0.09141494435612084,0.16483180063375438,0.02723301302875902,0.06122099982899163,0.04759806081974438,0.054891544931385566,feetflix/Jordan 1 Mid SE Space Jam.jpg,8
Nike Dunk Low Next Nature White Black Panda (Women's),Nike,0.09009009009009009,2021-11-03,0.05319750990379174,0.04010266281681103,0.03615396602773882,0.07154213036565978,0.05658464437791481,0.10900044455083266,0.07062646069657413,0.05332745702952843,0.043824701195219126,feetflix/Nike Dunk Low Next Nature White Black Panda (Women's).jpg,11
Nike Dunk Low Summit White Midnight Navy,Nike,0.0990990990990991,2023-01-31,0.05036785512167516,0.03464870067372473,0.033037244818450995,0.08903020667726551,0.11414602856533222,0.01703399104059091,0.06635125121130936,0.041427941824592335,0.04648074369189907,feetflix/Nike Dunk Low Summit White Midnight Navy.jpg,11
Jordan 1 Retro High OG Skyline,Jordan,0.16216216216216217,2023-04-08,0.06621392190152801,0.04812319538017325,0.05407511298114384,0.0794912559618442,0.12605244708442503,0.0024749512703894946,0.05620475403294762,0.06610841780520053,0.07171314741035857,feetflix/Jordan 1 Retro High OG Skyline.jpg,8
New Balance 550 White Green,New Balance,0.10810810810810811,2021-06-24,0.05036785512167516,0.03529034327879371,0.13043478260869565,0.08028616852146264,0.15771896134257327,0.08478524775159867,0.06777632103973096,0.07007492287351257,0.05312084993359893,feetflix/New Balance 550 White Green.jpg,10
Nike Air Force 1 Low SP AMBUSH Black,Nike,0.17117117117117117,2023-02-28,0.06395019807583475,0.04876483798524221,0.055010129343930195,0.08028616852146264,0.12696027173776192,0.005535512772287385,0.06355811434760304,0.07051564565888058,0.08720672864099159,feetflix/Nike Air Force 1 Low SP AMBUSH Black.jpg,11
Jordan 3 Retro White Cement Reimagined (GS),Jordan,0.13513513513513514,2023-03-11,0.05149971703452179,0.032082130253448825,0.02524544179523142,0.08903020667726551,0.1855315280213001,0.009378312758608896,0.05067548309867184,0.0493609519612164,0.05046480743691899,feetflix/Jordan 3 Retro White Cement Reimagined (GS).jpg,8
adidas Yeezy Slide Onyx,adidas,0.05405405405405406,2022-03-07,0.06281833616298811,0.06737247353224254,0.05329593267882188,0.0453100158982512,0.14071017068428773,0.4819102007317991,0.21809268654164055,0.041868664609960346,0.08897742363877822,feetflix/adidas Yeezy Slide Onyx.jpg,21
Jordan 11 Retro Cherry (2022),Jordan,0.20270270270270271,2022-12-10,0.08771929824561403,0.07058068655758742,0.09350163627863488,0.0,0.1666090164879511,0.19368737817597373,0.05221455851336716,0.1000440722785368,0.08632138114209828,feetflix/Jordan 11 Retro Cherry (2022).jpg,8
adidas Samba OG Cloud White Core Black,adidas,0.09009009009009009,2018-01-01,0.02999434069043577,0.024061597690086617,0.059996883278790714,0.04292527821939587,0.13989776701641107,0.03130236295865677,0.08407911987687397,0.04010577346848833,0.05444887118193892,feetflix/adidas Samba OG Cloud White Core Black.jpg,21
Jordan 1 Retro High OG True Blue,Jordan,0.16216216216216217,2023-01-14,0.05376344086021505,0.04010266281681103,0.06280193236714976,0.07790143084260732,0.11388759672971077,0.04027887015696064,0.05170153337513539,0.05817540766857647,0.06551571491810536,feetflix/Jordan 1 Retro High OG True Blue.jpg,8
Nike KD 15 Aunt Pearl,Nike,0.13513513513513514,2022-10-21,0.07413695529145445,0.05133140840551813,0.10378681626928471,0.08664546899841018,0.1353824989960917,0.02811784016687754,0.08447813942883202,0.0863816659321287,0.08986277113767153,feetflix/Nike KD 15 Aunt Pearl.jpg,11
Nike Dunk Low Retro PRM Valentine's Day (2023),Nike,0.10810810810810811,2023-02-07,0.05036785512167516,0.03336541546358678,0.04893252298581892,0.08028616852146264,0.10487826535250765,0.04126201142153678,0.0573448098956849,0.04671661524900837,0.043382027445772464,feetflix/Nike Dunk Low Retro PRM Valentine's Day (2023).jpg,11
adidas Yeezy Slide Bone (2022 Restock),adidas,0.05405405405405406,2022-05-31,0.06960950764006792,0.04812319538017325,0.04425744117188718,0.06279809220985692,0.13681381377799512,0.3242699107478713,0.18936327880066123,0.0379021595416483,0.07525453740593183,feetflix/adidas Yeezy Slide Bone (2022 Restock).jpg,21
Jordan 1 Low SE Concord,Jordan,0.10810810810810811,2023-01-17,0.05376344086021505,0.04972730189284569,0.033816425120772944,0.08505564387917329,0.1379138056937172,0.032819820127893855,0.0592259020692014,0.04319083296606435,0.0451527224435591,feetflix/Jordan 1 Low SE Concord.jpg,8
Nike Air Zoom Generation First Game (2023),Nike,0.16216216216216217,2023-03-21,0.08092812676853424,0.08020532563362207,0.0492441951067477,0.14308426073131955,0.06135304306799673,0.000953219573915125,0.06589522886621445,0.08021154693697664,0.08499335989375831,feetflix/Nike Air Zoom Generation First Game (2023).jpg,11
Jordan 1 Retro High OG Chicago Lost and Found,Jordan,0.16216216216216217,2022-11-19,0.1312959818902094,0.12672441450112287,0.29873772791023845,0.16295707472178061,0.08738839389252681,0.13536145402318503,0.14148093256569572,0.16306743058616133,0.1907923860115095,feetflix/Jordan 1 Retro High OG Chicago Lost and Found.jpg,8
Jordan 4 Retro Midnight Navy,Jordan,0.1891891891891892,2022-10-29,0.12054329371816638,0.08982996470965672,0.09926757051581736,0.15421303656597776,0.08585503166783956,0.10492254556646034,0.06834634897109959,0.11414720141031293,0.10579902611775122,feetflix/Jordan 4 Retro Midnight Navy.jpg,8
New Balance 530 White Silver Navy,New Balance,0.08558558558558559,2021-02-17,0.03508771929824561,0.034007058068655754,0.019635343618513327,0.0397456279809221,0.14409894095959053,0.1005411551482406,0.07626973721712366,0.02247686205376818,0.0451527224435591,feetflix/New Balance 530 White Silver Navy.jpg,10
Nike Dunk Low Arizona State,Nike,0.09009009009009009,2022-11-25,0.02207130730050934,0.019249278152069296,0.03147888421380707,0.05961844197138315,0.07934785057603794,0.025634339842013472,0.042125064128142285,0.0251211987659762,0.021691013722886232,feetflix/Nike Dunk Low Arizona State.jpg,11
Nike Air Force 1 Low SP AMBUSH Phantom,Nike,0.17117117117117117,2023-02-28,0.08375778155065082,0.06320179659929419,0.05391927692067945,0.10333863275039747,0.15633138117900577,0.010643572820846013,0.06897337969560509,0.08153371529308066,0.09517485613103144,feetflix/Nike Air Force 1 Low SP AMBUSH Phantom.jpg,11
Nike Air Force 1 Low '07 Black Black,Nike,0.08108108108108109,2017-09-22,0.02603282399547255,0.020853384664741736,0.022907900888265543,0.04769475357710652,0.2194881459304938,0.11615600314605204,0.06270307245055008,0.027765535478184226,0.032315183709606024,feetflix/Nike Air Force 1 Low '07 Black Black.jpg,11
Nike Air Force 1 Low Supreme Black,Nike,0.08648648648648649,2020-03-05,0.05998868138087153,0.04042348411934552,0.0419199002649213,0.09379968203497616,0.08630828134877563,0.07324402421092226,0.09297155560622472,0.04980167474658441,0.058432934926958835,feetflix/Nike Air Force 1 Low Supreme Black.jpg,11
Nike Dunk Low Active Fuchsia (GS),Nike,0.08108108108108109,2023-03-01,0.04074702886247879,0.032082130253448825,0.02103786816269285,0.07233704292527822,0.1369317647183557,0.013473309851930374,0.08613122042980106,0.040546496253856326,0.04869411243913237,feetflix/Nike Dunk Low Active Fuchsia (GS).jpg,11
Jordan 6 Retro Cool Grey,Jordan,0.18018018018018017,2023-02-25,0.07526881720430108,0.04138594802694899,0.04051737572074178,0.10333863275039747,0.0,0.017910269124234858,0.0438351479222482,0.060379021595416485,0.06197432492253209,feetflix/Jordan 6 Retro Cool Grey.jpg,8
New Balance 550 White Grey,New Balance,0.09009009009009009,2022-01-14,0.02603282399547255,0.032082130253448825,0.03942652329749104,0.05325914149443561,0.34136857548396327,0.15037359368053893,0.04127002223108933,0.03966505068312032,0.021248339973439577,feetflix/New Balance 550 White Grey.jpg,10
Nike Dunk High Panda Black White (2021),Nike,0.0990990990990991,2022-01-27,0.043010752688172046,0.0436316971446904,0.026024622097553376,0.03259141494435612,0.121115736378323,0.16798892042540092,0.06184803055349713,0.03878360511238431,0.042496679946879154,feetflix/Nike Dunk High Panda Black White (2021).jpg,11
adidas Samba Vegan White Gum,adidas,0.08108108108108109,2021-06-16,0.031692133559705724,0.029194738530638434,0.06233442418575659,0.03259141494435612,0.2291044607985411,0.03478610265704613,0.07769480704554524,0.03702071397091229,0.04293935369632581,feetflix/adidas Samba Vegan White Gum.jpg,21
Nike Dunk Low Phantom Metallic Gold (Women's),Nike,0.0990990990990991,2022-11-01,0.05432937181663837,0.029515559833172923,0.02353124513012311,0.08744038155802862,0.0,0.021201655096946277,0.06726329590149918,0.04363155575143235,0.04692341744134573,feetflix/Nike Dunk Low Phantom Metallic Gold (Women's).jpg,11
Puma LaMelo Ball MB.02 Rick & Morty Adventures,Puma,0.11711711711711711,2023-02-17,0.05263157894736842,0.04844401668270773,0.05719183419043167,0.08744038155802862,0.2176830989555378,0.014678726532845465,0.059453913241748854,0.04847950639048039,0.05046480743691899,feetflix/Puma LaMelo Ball MB.02 Rick & Morty Adventures.jpg,13
Jordan 13 Retro Playoffs (2023),Jordan,0.1891891891891892,2023-02-18,0.0758347481607244,0.05614372794353545,0.0419199002649213,0.08028616852146264,0.12048489764111373,0.03792788017645248,0.05312660320355698,0.07712648743940062,0.08100929614873838,feetflix/Jordan 13 Retro Playoffs (2023).jpg,8
Nike Blazer Mid 77 Vintage White Black,Nike,0.09009009009009009,2019-03-25,0.014714204867006229,0.008341353865896694,0.01807698301386941,0.03577106518282989,0.272938475994333,0.07365865335293915,0.026734309981189083,0.014543851917144118,0.009738822487826471,feetflix/Nike Blazer Mid 77 Vintage White Black.jpg,11
Nike SB Dunk Low Pro Black Gum,Nike,0.0990990990990991,2023-03-01,0.05036785512167516,0.03529034327879371,0.033816425120772944,0.0548489666136725,0.06532759217070813,0.017341757001675614,0.0688023713161945,0.045394446892904367,0.048251438689685705,feetflix/Nike SB Dunk Low Pro Black Gum.jpg,11
adidas Yeezy Slide Flax,adidas,0.06306306306306306,2022-08-22,0.031126202603282405,0.037856913699069614,0.02571294997662459,0.0397456279809221,0.21204928493899022,0.13724224600759155,0.12882631248931198,0.021154693697664168,0.05754758742806551,feetflix/adidas Yeezy Slide Flax.jpg,21
Nike Dunk Low Retro White Pure Platinum,Nike,0.0990990990990991,2022-11-19,0.04697226938313526,0.025024061597690085,0.026024622097553376,0.06359300476947537,0.07671449643562861,0.00979294190062579,0.05432366185943112,0.035698545614808286,0.035856573705179286,feetflix/Nike Dunk Low Retro White Pure Platinum.jpg,11
adidas Samba OG Black White Gum,adidas,0.07207207207207207,2018-06-01,0.031126202603282405,0.022778312479948666,0.056256817827645314,0.03577106518282989,0.2776220560306725,0.023582566768115445,0.06994242717893177,0.03922432789775232,0.03187250996015936,feetflix/adidas Samba OG Black White Gum.jpg,21
Nike Dunk Low Retro QS Argon (2022),Nike,0.11711711711711711,2022-09-23,0.055461233729485,0.04010266281681103,0.04067321178120617,0.075516693163752,0.17433414043583534,0.09225284683514003,0.06600923445248819,0.04363155575143235,0.05754758742806551,feetflix/Nike Dunk Low Retro QS Argon (2022).jpg,11
Jordan 4 Retro Military Black,Jordan,0.1891891891891892,2022-05-21,0.17487266553480477,0.12832852101379533,0.13012311048776687,0.15977742448330684,0.13380672744453323,0.19728225558253257,0.11902183206977143,0.13265755839576907,0.18857901726427623,feetflix/Jordan 4 Retro Military Black.jpg,8
Nike Dunk High Panda (2021) (Women's),Nike,0.0990990990990991,2021-07-27,0.042444821731748725,0.023099133782483156,0.01916783543712015,0.07154213036565978,0.11055581398739117,0.1325872858461854,0.057914837827053534,0.03922432789775232,0.038955289951305885,feetflix/Nike Dunk High Panda (2021) (Women's).jpg,11
Nike Air Max 1 PRM Dirty Denim,Nike,0.13513513513513514,2022-08-26,0.025466893039049237,0.020532563362207247,0.050958391771856015,0.05087440381558029,0.2596298991055608,0.020859692917963274,0.02975545801744286,0.04363155575143235,0.02611775121735281,feetflix/Nike Air Max 1 PRM Dirty Denim.jpg,11
adidas Yeezy Slide Resin (2022),adidas,0.06306306306306306,2022-09-24,0.030560271646859084,0.03368623676612127,0.01947950755804893,0.031796502384737683,0.20979761474042177,0.08499469958622576,0.08567519808470617,0.021595416483032173,0.03408587870739265,feetflix/adidas Yeezy Slide Resin (2022).jpg,21
Jordan 1 Low SE Reverse Ice Blue (Women's),Jordan,0.08108108108108109,2023-01-09,0.044142614601018676,0.022778312479948666,0.03007635966962755,0.0794912559618442,0.12368415123696079,0.007826659371473515,0.07222253890440633,0.035698545614808286,0.038955289951305885,feetflix/Jordan 1 Low SE Reverse Ice Blue (Women's).jpg,8
Jordan 1 Retro High OG Patent Bred,Jordan,0.15315315315315314,2021-12-30,0.09960384833050367,0.0846968238691049,0.06077606358111268,0.0,0.1391980131230361,0.1380458571282016,0.0694294020407,0.09343323049801676,0.08410801239486498,feetflix/Jordan 1 Retro High OG Patent Bred.jpg,8
Jordan 5 Retro Aqua,Jordan,0.18018018018018017,2023-02-04,0.07979626485568761,0.06705165222970805,0.04940003116721209,0.0794912559618442,0.14211497963689665,0.01976541394521766,0.044405175853616835,0.06390480387836052,0.06285967242142541,feetflix/Jordan 5 Retro Aqua.jpg,8
Nike Dunk Low Retro Reverse Brazil,Nike,0.0990990990990991,2023-02-15,0.038483305036785515,0.03368623676612127,0.04675081813931743,0.06359300476947537,0.06910069697078129,0.012776561912252503,0.05894088810351708,0.03305420890260026,0.0398406374501992,feetflix/Nike Dunk Low Retro Reverse Brazil.jpg,11
Jordan 1 Retro High 85 Black White (2023),Jordan,0.18018018018018017,2023-02-15,0.13355970571590267,0.1042669233237087,0.07885304659498209,0.19395866454689986,0.1457939887429743,0.02109479191601409,0.06777632103973096,0.12119876597620097,0.099601593625498,feetflix/Jordan 1 Retro High 85 Black White (2023).jpg,8
Nike Dunk Low QS LeBron James Fruity Pebbles,Nike,0.10810810810810811,2022-11-08,0.05206564799094511,0.04427333974975938,0.060152719339255104,0.0794912559618442,0.13529900563381403,0.07262849228875286,0.06600923445248819,0.04275011018069634,0.05179282868525896,feetflix/Nike Dunk Low QS LeBron James Fruity Pebbles.jpg,11
Jordan 11 Retro Cool Grey (2021),Jordan,0.20270270270270271,2021-12-11,0.07753254102999434,0.10619185113891562,0.06965871902758299,0.08028616852146264,0.28399803326746637,0.11878056286974659,0.06561021490053014,0.10929925077126487,0.10978308986277115,feetflix/Jordan 11 Retro Cool Grey (2021).jpg,8
Jordan 4 Retro A Ma Maniére Violet Ore,Jordan,0.20270270270270271,2022-11-23,0.11658177702320316,0.14789862046839908,0.18435405952937509,0.0,0.15516512469004745,0.05593218889990767,0.11007239354728383,0.15821947994711327,0.18769366976538293,feetflix/Jordan 4 Retro A Ma Maniére Violet Ore.jpg,8
Jordan 1 Low Unity (Women's),Jordan,0.0990990990990991,2023-03-06,0.05036785512167516,0.024703240295155596,0.021972884525479196,0.09379968203497616,0.1216326000495659,0.0015730260233218205,0.05842786296528531,0.041427941824592335,0.03939796370075255,feetflix/Jordan 1 Low Unity (Women's).jpg,8
Nike Dunk Low Retro White Black Panda (2021) (PS),Nike,0.05855855855855856,2021-03-10,0.024335031126202607,0.03368623676612127,0.02992052360916316,0.01987281399046105,0.08270878973058149,0.08672160859008993,0.07170951376617454,0.015425297487880126,0.023461708720672866,feetflix/Nike Dunk Low Retro White Black Panda (2021) (PS).jpg,11
Jordan 1 Low True Blue,Jordan,0.0990990990990991,2023-01-17,0.045274476513865305,0.032082130253448825,0.029141343306841202,0.07869634340222575,0.10916690853235898,0.01852152651916698,0.06412814227897168,0.035698545614808286,0.04426737494466578,feetflix/Jordan 1 Low True Blue.jpg,8
Jordan 1 Mid White Metallic Gold Obsidian,Jordan,0.0990990990990991,2019-08-01,0.04697226938313526,0.027590632017965994,0.08960573476702509,0.08028616852146264,0.0935178669168817,0.009416783503744485,0.05637576241235821,0.04363155575143235,0.03762726870296591,feetflix/Jordan 1 Mid White Metallic Gold Obsidian.jpg,8
Jordan 1 Mid SE Ice Blue (2023),Jordan,0.12162162162162163,2023-03-01,0.04980192416525184,0.034007058068655754,0.02134954028362163,0.07790143084260732,0.1846117757447807,0.005073863830660329,0.048566379752607886,0.041868664609960346,0.04161133244798584,feetflix/Jordan 1 Mid SE Ice Blue (2023).jpg,8
Nike Dunk Low Next Nature White Mint (Women's),Nike,0.09009009009009009,2022-03-11,0.03791737408036219,0.032402951555983314,0.04223157238585008,0.0548489666136725,0.09817229054099723,0.07493246246965085,0.07359060593969105,0.04495372410753637,0.04648074369189907,feetflix/Nike Dunk Low Next Nature White Mint (Women's).jpg,11
Nike SB Dunk Low Pro Why So Sad?,Nike,0.10810810810810811,2022-11-04,0.07357102433503113,0.09143407122232916,0.10846189808321646,0.09936406995230525,0.21209169426586144,0.07404763533153232,0.1085333181325885,0.07139709122961657,0.09119079238601151,feetflix/Nike SB Dunk Low Pro Why So Sad?.jpg,11
Jordan 1 Retro High OG Gorge Green,Jordan,0.16216216216216217,2022-12-20,0.05432937181663837,0.05068976580044915,0.07807386629266012,0.0,0.24555132787578307,0.028716273980097802,0.034828706606623724,0.05817540766857647,0.04161133244798584,feetflix/Jordan 1 Retro High OG Gorge Green.jpg,8
Jordan 1 Low Bred Toe,Jordan,0.09009009009009009,2021-12-08,0.04980192416525184,0.026628168110362525,0.026024622097553376,0.055643879173290944,0.1432401520904485,0.11875064117908558,0.07222253890440633,0.03878360511238431,0.0451527224435591,feetflix/Jordan 1 Low Bred Toe.jpg,8
Nike Air Max 1 '87 Great Indoors (Women's),Nike,0.13513513513513514,2023-03-15,0.06395019807583475,0.04555662495989733,0.06513947327411564,0.07233704292527822,0.40571015080491574,0.0017140854221523098,0.05495069258393662,0.06302335830762451,0.05577689243027889,feetflix/Nike Air Max 1 '87 Great Indoors (Women's).jpg,11
Crocs Pollex Clog by Salehe Bembury Sasquatch,Crocs,0.07657657657657657,2022-11-10,0.039615166949632144,0.022457491177414177,0.0931899641577061,0.055643879173290944,0.12629365013100508,0.04587850083780734,0.09291455281308786,0.028646981048920227,0.04957945993802568,feetflix/Crocs Pollex Clog by Salehe Bembury Sasquatch.jpg,6
Jordan 6 Retro Chrome Metallic Silver,Jordan,0.18018018018018017,2022-11-26,0.09620826259196379,0.09624639076034648,0.04846501480442575,0.06041335453100159,0.15238201261412415,0.05185856444277263,0.0598529327937069,0.0753635962979286,0.08720672864099159,feetflix/Jordan 6 Retro Chrome Metallic Silver.jpg,8
Jordan 1 Retro Low OG SP Travis Scott Black Phantom,Jordan,0.13513513513513514,2022-12-15,0.2320316921335597,0.20917548925248636,0.40408290478416703,0.28855325914149443,0.1060922323341961,0.045805833874773445,0.2643789545687739,0.2913177611282503,0.29969012837538733,feetflix/Jordan 1 Retro Low OG SP Travis Scott Black Phantom.jpg,8
adidas Yeezy Boost 350 V2 Bone,adidas,0.2072072072072072,2022-03-21,0.10809281267685342,0.07731793391081168,0.055010129343930195,0.09697933227344993,0.11722335534642457,0.18219317443490748,0.060593969104486126,0.09607756721022477,0.10358565737051793,feetflix/adidas Yeezy Boost 350 V2 Bone.jpg,21
Jordan 1 Retro High OG White Cement,Jordan,0.16216216216216217,2023-02-25,0.0588568194680249,0.03849855630413859,0.04955586722767648,0.10095389507154214,0.08465431760079836,0.005129432684745067,0.03978794960953087,0.05817540766857647,0.04869411243913237,feetflix/Jordan 1 Retro High OG White Cement.jpg,8
adidas Yeezy Boost 350 V2 Onyx,adidas,0.2072072072072072,2022-03-05,0.16751556310130164,0.11228745588707091,0.1584852734922861,0.1891891891891892,0.07703521697009215,0.08007899326334507,0.07792281821809269,0.11899515204936095,0.13457281983178399,feetflix/adidas Yeezy Boost 350 V2 Onyx.jpg,21
Nike SB Dunk Low Pro ISO Orange Label Wolf Grey Gum,Nike,0.0990990990990991,2023-02-24,0.05829088851160158,0.04523580365736285,0.03849150693470468,0.08744038155802862,0.11316796346436489,0.012725267585405053,0.09422561705523572,0.05905685323931248,0.06994245241257194,feetflix/Nike SB Dunk Low Pro ISO Orange Label Wolf Grey Gum.jpg,11
Jordan 2 Retro OG Chicago (2022),Jordan,0.18018018018018017,2022-12-30,0.05602716468590832,0.05614372794353545,0.08835904628330996,0.08744038155802862,0.1318877054036109,0.03625654002667305,0.05637576241235821,0.08153371529308066,0.08145196989818504,feetflix/Jordan 2 Retro OG Chicago (2022).jpg,8
Jordan 1 Mid SE Space Jam (GS),Jordan,0.10810810810810811,2023-01-23,0.046406338426711935,0.022457491177414177,0.024154589371980676,0.075516693163752,0.1008069699728713,0.008296857367575145,0.06521119534857209,0.035698545614808286,0.05090748118636565,feetflix/Jordan 1 Mid SE Space Jam (GS).jpg,8
